
=========== Page Simulation ===========
----------- FIFO Start -----------
~~~~~ First In First Out ~~~~~
Memory: [ 5 X X X ]   Page Referenced: 5 | No eviction
Memory: [ 8 5 1 7 ]   Page Referenced: 8 | No eviction
Memory: [ 5 8 1 9 ]   Page Referenced: 9 | Page 7 evicted
Memory: [ 5 8 1 6 ]   Page Referenced: 6 | Page 9 evicted
Memory: [ 5 8 1 6 ]   Page Referenced: 5 | No eviction
Memory: [ 5 8 1 6 ]   Page Referenced: 6 | No eviction
Memory: [ 5 8 1 7 ]   Page Referenced: 7 | Page 6 evicted
Memory: [ 5 8 1 7 ]   Page Referenced: 7 | No eviction
Memory: [ 5 8 1 6 ]   Page Referenced: 6 | Page 7 evicted
Memory: [ 5 8 1 7 ]   Page Referenced: 7 | Page 6 evicted
Memory: [ 5 8 1 3 ]   Page Referenced: 3 | Page 7 evicted
Memory: [ 5 8 1 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 5 8 1 4 ]   Page Referenced: 4 | No eviction
Memory: [ 5 8 1 7 ]   Page Referenced: 7 | Page 4 evicted
Memory: [ 5 8 1 7 ]   Page Referenced: 1 | No eviction
Memory: [ 5 8 1 7 ]   Page Referenced: 1 | No eviction
Memory: [ 5 8 1 0 ]   Page Referenced: 0 | Page 7 evicted
Memory: [ 5 8 1 0 ]   Page Referenced: 0 | No eviction
Memory: [ 5 8 1 0 ]   Page Referenced: 0 | No eviction
Memory: [ 5 8 1 0 ]   Page Referenced: 1 | No eviction
Memory: [ 5 8 1 2 ]   Page Referenced: 2 | Page 0 evicted
Memory: [ 5 8 1 2 ]   Page Referenced: 8 | No eviction
Memory: [ 5 8 1 9 ]   Page Referenced: 9 | Page 2 evicted
Memory: [ 5 8 1 9 ]   Page Referenced: 9 | No eviction
Memory: [ 5 8 1 9 ]   Page Referenced: 1 | No eviction
Memory: [ 5 8 1 2 ]   Page Referenced: 2 | Page 9 evicted
Memory: [ 5 8 1 7 ]   Page Referenced: 7 | Page 2 evicted
Memory: [ 5 8 1 7 ]   Page Referenced: 8 | No eviction
Memory: [ 5 8 1 7 ]   Page Referenced: 7 | No eviction
Memory: [ 5 8 1 7 ]   Page Referenced: 5 | No eviction
Memory: [ 5 8 1 9 ]   Page Referenced: 9 | Page 7 evicted
Memory: [ 5 8 1 0 ]   Page Referenced: 0 | Page 9 evicted
Memory: [ 5 8 1 0 ]   Page Referenced: 0 | No eviction
Memory: [ 5 8 1 0 ]   Page Referenced: 0 | No eviction
Memory: [ 5 8 1 0 ]   Page Referenced: 1 | No eviction
Memory: [ 5 8 1 0 ]   Page Referenced: 0 | No eviction
Memory: [ 5 8 1 9 ]   Page Referenced: 9 | Page 0 evicted
Memory: [ 5 8 1 9 ]   Page Referenced: 8 | No eviction
Memory: [ 5 8 1 7 ]   Page Referenced: 7 | Page 9 evicted
Memory: [ 5 8 1 6 ]   Page Referenced: 6 | Page 7 evicted
Memory: [ 5 8 1 6 ]   Page Referenced: 8 | No eviction
Memory: [ 5 8 1 7 ]   Page Referenced: 7 | Page 6 evicted
Memory: [ 5 8 1 7 ]   Page Referenced: 7 | No eviction
Memory: [ 5 8 1 7 ]   Page Referenced: 7 | No eviction
Memory: [ 5 8 1 7 ]   Page Referenced: 7 | No eviction
Memory: [ 5 8 1 7 ]   Page Referenced: 8 | No eviction
Memory: [ 5 8 1 9 ]   Page Referenced: 9 | Page 7 evicted

Run 2 Hit Ratio: 45%
~~~~~ Least Frequently Used ~~~~~
Memory: [ 5 X X X ]   Page Referenced: 5 | No eviction
Memory: [ 5 0 X X ]   Page Referenced: 0 | No eviction
Memory: [ 5 0 X X ]   Page Referenced: 5 | No eviction
Memory: [ 5 0 2 X ]   Page Referenced: 2 | No eviction
Memory: [ 5 0 2 3 ]   Page Referenced: 3 | No eviction
Memory: [ 2 3 5 4 ]   Page Referenced: 4 | Page 0 evicted
Memory: [ 2 3 5 4 ]   Page Referenced: 3 | No eviction
Memory: [ 2 3 5 4 ]   Page Referenced: 3 | No eviction
Memory: [ 2 3 5 4 ]   Page Referenced: 2 | No eviction
Memory: [ 2 3 5 4 ]   Page Referenced: 2 | No eviction
Memory: [ 5 2 3 1 ]   Page Referenced: 1 | Page 4 evicted
Memory: [ 5 2 3 1 ]   Page Referenced: 2 | No eviction
Memory: [ 5 2 3 1 ]   Page Referenced: 3 | No eviction
Memory: [ 5 2 3 1 ]   Page Referenced: 3 | No eviction
Memory: [ 5 2 3 1 ]   Page Referenced: 3 | No eviction
Memory: [ 5 2 3 1 ]   Page Referenced: 2 | No eviction
Memory: [ 5 2 3 9 ]   Page Referenced: 9 | Page 1 evicted
Memory: [ 5 2 3 9 ]   Page Referenced: 5 | No eviction
Memory: [ 5 2 3 4 ]   Page Referenced: 4 | Page 9 evicted
Memory: [ 5 2 3 6 ]   Page Referenced: 6 | Page 4 evicted
Memory: [ 5 2 3 6 ]   Page Referenced: 5 | No eviction
Memory: [ 5 2 3 4 ]   Page Referenced: 4 | Page 6 evicted
Memory: [ 5 2 3 4 ]   Page Referenced: 4 | No eviction
Memory: [ 5 2 3 9 ]   Page Referenced: 9 | Page 4 evicted
Memory: [ 5 2 3 0 ]   Page Referenced: 0 | Page 9 evicted
Memory: [ 5 2 3 8 ]   Page Referenced: 8 | Page 0 evicted
Memory: [ 5 2 3 7 ]   Page Referenced: 7 | Page 8 evicted
Memory: [ 5 2 3 7 ]   Page Referenced: 7 | No eviction
Memory: [ 5 2 3 7 ]   Page Referenced: 7 | No eviction
Memory: [ 5 2 3 6 ]   Page Referenced: 6 | Page 7 evicted
Memory: [ 5 2 3 6 ]   Page Referenced: 6 | No eviction
Memory: [ 5 2 3 1 ]   Page Referenced: 1 | Page 6 evicted
Memory: [ 5 2 3 1 ]   Page Referenced: 1 | No eviction
Memory: [ 5 2 3 1 ]   Page Referenced: 2 | No eviction
Memory: [ 5 2 3 1 ]   Page Referenced: 2 | No eviction
Memory: [ 5 3 2 8 ]   Page Referenced: 8 | Page 1 evicted
Memory: [ 5 3 2 8 ]   Page Referenced: 8 | No eviction
Memory: [ 5 3 2 8 ]   Page Referenced: 8 | No eviction
Memory: [ 5 3 2 9 ]   Page Referenced: 9 | Page 8 evicted
Memory: [ 5 3 2 9 ]   Page Referenced: 9 | No eviction
Memory: [ 5 3 2 9 ]   Page Referenced: 9 | No eviction
Memory: [ 5 3 2 0 ]   Page Referenced: 0 | Page 9 evicted
Memory: [ 5 3 2 9 ]   Page Referenced: 9 | Page 0 evicted
Memory: [ 5 3 2 9 ]   Page Referenced: 9 | No eviction
Memory: [ 5 3 2 9 ]   Page Referenced: 5 | No eviction
Memory: [ 5 3 2 4 ]   Page Referenced: 4 | Page 9 evicted
Memory: [ 5 3 2 4 ]   Page Referenced: 5 | No eviction
Memory: [ 5 3 2 4 ]   Page Referenced: 5 | No eviction
Memory: [ 5 3 2 4 ]   Page Referenced: 4 | No eviction
Memory: [ 3 5 2 9 ]   Page Referenced: 9 | Page 4 evicted
Memory: [ 3 5 2 9 ]   Page Referenced: 5 | No eviction
Memory: [ 3 2 5 6 ]   Page Referenced: 6 | Page 9 evicted
Memory: [ 3 2 5 6 ]   Page Referenced: 5 | No eviction
Memory: [ 3 2 5 6 ]   Page Referenced: 6 | No eviction
Memory: [ 3 2 5 6 ]   Page Referenced: 5 | No eviction
Memory: [ 3 2 5 6 ]   Page Referenced: 6 | No eviction
Memory: [ 3 2 5 6 ]   Page Referenced: 3 | No eviction
Memory: [ 3 2 5 4 ]   Page Referenced: 4 | Page 6 evicted
Memory: [ 3 2 5 9 ]   Page Referenced: 9 | Page 4 evicted
Memory: [ 3 2 5 0 ]   Page Referenced: 0 | Page 9 evicted
Memory: [ 3 2 5 8 ]   Page Referenced: 8 | Page 0 evicted
Memory: [ 3 2 5 8 ]   Page Referenced: 8 | No eviction
Memory: [ 3 2 5 0 ]   Page Referenced: 0 | Page 8 evicted
Memory: [ 3 2 5 0 ]   Page Referenced: 5 | No eviction
Memory: [ 3 2 5 4 ]   Page Referenced: 4 | Page 0 evicted
Memory: [ 3 2 5 4 ]   Page Referenced: 3 | No eviction
Memory: [ 3 2 5 4 ]   Page Referenced: 2 | No eviction
Memory: [ 3 2 5 1 ]   Page Referenced: 1 | Page 4 evicted
Memory: [ 3 2 5 0 ]   Page Referenced: 0 | Page 1 evicted
Memory: [ 3 2 5 0 ]   Page Referenced: 5 | No eviction
Memory: [ 3 2 5 7 ]   Page Referenced: 7 | Page 0 evicted
Memory: [ 3 2 5 6 ]   Page Referenced: 6 | Page 7 evicted
Memory: [ 3 2 5 6 ]   Page Referenced: 6 | No eviction
Memory: [ 3 2 5 1 ]   Page Referenced: 1 | Page 6 evicted
Memory: [ 3 2 5 1 ]   Page Referenced: 1 | No eviction
Memory: [ 3 2 5 0 ]   Page Referenced: 0 | Page 1 evicted
Memory: [ 3 2 5 1 ]   Page Referenced: 1 | Page 0 evicted
Memory: [ 3 2 5 0 ]   Page Referenced: 0 | Page 1 evicted
Memory: [ 3 2 5 6 ]   Page Referenced: 6 | Page 0 evicted
Memory: [ 3 2 5 6 ]   Page Referenced: 2 | No eviction
Memory: [ 3 2 5 6 ]   Page Referenced: 3 | No eviction
Memory: [ 3 2 5 6 ]   Page Referenced: 6 | No eviction
Memory: [ 3 2 5 4 ]   Page Referenced: 4 | Page 6 evicted
Memory: [ 3 2 5 4 ]   Page Referenced: 5 | No eviction
Memory: [ 3 2 5 6 ]   Page Referenced: 6 | Page 4 evicted
Memory: [ 3 2 5 6 ]   Page Referenced: 5 | No eviction
Memory: [ 3 2 5 6 ]   Page Referenced: 5 | No eviction
Memory: [ 3 2 5 4 ]   Page Referenced: 4 | Page 6 evicted
Memory: [ 3 2 5 4 ]   Page Referenced: 3 | No eviction
Memory: [ 3 2 5 4 ]   Page Referenced: 3 | No eviction
Memory: [ 3 2 5 4 ]   Page Referenced: 2 | No eviction
Memory: [ 2 3 5 0 ]   Page Referenced: 0 | Page 4 evicted
Memory: [ 2 3 5 9 ]   Page Referenced: 9 | Page 0 evicted
Memory: [ 2 3 5 9 ]   Page Referenced: 9 | No eviction
Memory: [ 2 3 5 0 ]   Page Referenced: 0 | Page 9 evicted
Memory: [ 2 3 5 0 ]   Page Referenced: 0 | No eviction
Memory: [ 2 3 5 0 ]   Page Referenced: 0 | No eviction
Memory: [ 2 3 5 0 ]   Page Referenced: 0 | No eviction
Memory: [ 2 3 5 0 ]   Page Referenced: 0 | No eviction
Memory: [ 2 3 5 0 ]   Page Referenced: 5 | No eviction

Run 3 Hit Ratio: 56%
~~~~~ Least Frequently Used ~~~~~
Memory: [ 2 X X X ]   Page Referenced: 2 | No eviction
Memory: [ 2 1 X X ]   Page Referenced: 1 | No eviction
Memory: [ 2 1 X X ]   Page Referenced: 2 | No eviction
Memory: [ 2 1 X X ]   Page Referenced: 1 | No eviction
Memory: [ 2 1 0 X ]   Page Referenced: 0 | No eviction
Memory: [ 2 1 0 X ]   Page Referenced: 1 | No eviction
Memory: [ 2 1 0 X ]   Page Referenced: 2 | No eviction
Memory: [ 2 1 0 X ]   Page Referenced: 1 | No eviction
Memory: [ 2 1 0 X ]   Page Referenced: 1 | No eviction
Memory: [ 2 1 0 7 ]   Page Referenced: 7 | No eviction
Memory: [ 7 2 1 8 ]   Page Referenced: 8 | Page 0 evicted
Memory: [ 8 2 1 9 ]   Page Referenced: 9 | Page 7 evicted
Memory: [ 8 2 1 9 ]   Page Referenced: 1 | No eviction
Memory: [ 8 2 1 9 ]   Page Referenced: 1 | No eviction
Memory: [ 8 2 1 9 ]   Page Referenced: 2 | No eviction
Memory: [ 9 2 1 0 ]   Page Referenced: 0 | Page 8 evicted
Memory: [ 9 2 1 0 ]   Page Referenced: 1 | No eviction
Memory: [ 9 2 1 0 ]   Page Referenced: 2 | No eviction
Memory: [ 0 2 1 3 ]   Page Referenced: 3 | Page 9 evicted
Memory: [ 0 2 1 3 ]   Page Referenced: 2 | No eviction
Memory: [ 0 2 1 3 ]   Page Referenced: 1 | No eviction
Memory: [ 0 2 1 3 ]   Page Referenced: 0 | No eviction
Memory: [ 0 2 1 3 ]   Page Referenced: 0 | No eviction
Memory: [ 0 2 1 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 0 2 1 7 ]   Page Referenced: 7 | Page 4 evicted
Memory: [ 0 2 1 8 ]   Page Referenced: 8 | Page 7 evicted
Memory: [ 0 2 1 9 ]   Page Referenced: 9 | Page 8 evicted
Memory: [ 0 2 1 9 ]   Page Referenced: 9 | No eviction
Memory: [ 0 2 1 9 ]   Page Referenced: 0 | No eviction
Memory: [ 0 2 1 9 ]   Page Referenced: 0 | No eviction
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | Page 9 evicted
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | No eviction
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | No eviction
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | Page 6 evicted
Memory: [ 0 2 1 4 ]   Page Referenced: 4 | Page 5 evicted
Memory: [ 0 2 1 4 ]   Page Referenced: 4 | No eviction
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | Page 4 evicted
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | No eviction
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | Page 6 evicted
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | Page 5 evicted
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | Page 6 evicted
Memory: [ 0 2 1 5 ]   Page Referenced: 0 | No eviction
Memory: [ 0 2 1 9 ]   Page Referenced: 9 | Page 5 evicted
Memory: [ 0 2 1 4 ]   Page Referenced: 4 | Page 9 evicted
Memory: [ 0 2 1 4 ]   Page Referenced: 0 | No eviction
Memory: [ 2 0 1 3 ]   Page Referenced: 3 | Page 4 evicted
Memory: [ 2 0 1 3 ]   Page Referenced: 2 | No eviction
Memory: [ 2 0 1 3 ]   Page Referenced: 2 | No eviction
Memory: [ 2 0 1 3 ]   Page Referenced: 3 | No eviction
Memory: [ 2 0 1 3 ]   Page Referenced: 1 | No eviction
Memory: [ 2 0 1 3 ]   Page Referenced: 1 | No eviction
Memory: [ 0 2 1 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | Page 4 evicted
Memory: [ 0 2 1 3 ]   Page Referenced: 3 | Page 6 evicted
Memory: [ 0 2 1 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | Page 4 evicted
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | Page 5 evicted
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | Page 6 evicted
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | Page 5 evicted
Memory: [ 0 2 1 6 ]   Page Referenced: 2 | No eviction
Memory: [ 0 2 1 7 ]   Page Referenced: 7 | Page 6 evicted
Memory: [ 0 2 1 8 ]   Page Referenced: 8 | Page 7 evicted
Memory: [ 0 2 1 9 ]   Page Referenced: 9 | Page 8 evicted
Memory: [ 0 2 1 8 ]   Page Referenced: 8 | Page 9 evicted
Memory: [ 0 2 1 9 ]   Page Referenced: 9 | Page 8 evicted
Memory: [ 0 2 1 9 ]   Page Referenced: 9 | No eviction
Memory: [ 0 2 1 3 ]   Page Referenced: 3 | Page 9 evicted
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | Page 3 evicted
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | No eviction
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | Page 5 evicted
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | Page 6 evicted
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | No eviction
Memory: [ 0 2 1 4 ]   Page Referenced: 4 | Page 5 evicted
Memory: [ 0 2 1 3 ]   Page Referenced: 3 | Page 4 evicted
Memory: [ 0 2 1 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | Page 4 evicted
Memory: [ 0 2 1 5 ]   Page Referenced: 0 | No eviction
Memory: [ 0 2 1 5 ]   Page Referenced: 0 | No eviction
Memory: [ 0 2 1 9 ]   Page Referenced: 9 | Page 5 evicted
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | Page 9 evicted
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | Page 6 evicted
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | No eviction
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | Page 5 evicted
Memory: [ 0 2 1 6 ]   Page Referenced: 2 | No eviction
Memory: [ 0 2 1 7 ]   Page Referenced: 7 | Page 6 evicted
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | Page 7 evicted
Memory: [ 0 2 1 3 ]   Page Referenced: 3 | Page 6 evicted
Memory: [ 0 2 1 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 0 2 1 4 ]   Page Referenced: 4 | No eviction
Memory: [ 0 2 1 3 ]   Page Referenced: 3 | Page 4 evicted
Memory: [ 0 2 1 3 ]   Page Referenced: 3 | No eviction
Memory: [ 0 2 1 3 ]   Page Referenced: 3 | No eviction
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | Page 3 evicted
Memory: [ 0 2 1 6 ]   Page Referenced: 2 | No eviction
Memory: [ 0 2 1 6 ]   Page Referenced: 1 | No eviction
Memory: [ 0 2 1 6 ]   Page Referenced: 0 | No eviction
Memory: [ 0 2 1 3 ]   Page Referenced: 3 | Page 6 evicted
Memory: [ 0 2 1 3 ]   Page Referenced: 3 | No eviction
Memory: [ 0 2 1 5 ]   Page Referenced: 5 | Page 3 evicted
Memory: [ 0 2 1 6 ]   Page Referenced: 6 | Page 5 evicted

Run 4 Hit Ratio: 44%
~~~~~ Least Frequently Used ~~~~~
Memory: [ 3 X X X ]   Page Referenced: 3 | No eviction
Memory: [ 3 X X X ]   Page Referenced: 3 | No eviction
Memory: [ 3 4 X X ]   Page Referenced: 4 | No eviction
Memory: [ 3 4 0 X ]   Page Referenced: 0 | No eviction
Memory: [ 3 4 0 X ]   Page Referenced: 0 | No eviction
Memory: [ 3 4 0 9 ]   Page Referenced: 9 | No eviction
Memory: [ 3 4 0 9 ]   Page Referenced: 9 | No eviction
Memory: [ 3 0 9 8 ]   Page Referenced: 8 | Page 4 evicted
Memory: [ 3 0 9 8 ]   Page Referenced: 9 | No eviction
Memory: [ 3 0 9 8 ]   Page Referenced: 9 | No eviction
Memory: [ 3 0 9 8 ]   Page Referenced: 0 | No eviction
Memory: [ 3 0 9 6 ]   Page Referenced: 6 | Page 8 evicted
Memory: [ 3 0 9 5 ]   Page Referenced: 5 | Page 6 evicted
Memory: [ 3 0 9 5 ]   Page Referenced: 5 | No eviction
Memory: [ 5 0 9 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 5 0 9 4 ]   Page Referenced: 5 | No eviction
Memory: [ 5 0 9 7 ]   Page Referenced: 7 | Page 4 evicted
Memory: [ 5 0 9 8 ]   Page Referenced: 8 | Page 7 evicted
Memory: [ 5 0 9 8 ]   Page Referenced: 8 | No eviction
Memory: [ 5 0 9 1 ]   Page Referenced: 1 | Page 8 evicted
Memory: [ 5 0 9 1 ]   Page Referenced: 0 | No eviction
Memory: [ 5 0 9 1 ]   Page Referenced: 9 | No eviction
Memory: [ 5 0 9 1 ]   Page Referenced: 0 | No eviction
Memory: [ 5 0 9 1 ]   Page Referenced: 0 | No eviction
Memory: [ 5 0 9 1 ]   Page Referenced: 0 | No eviction
Memory: [ 5 0 9 1 ]   Page Referenced: 9 | No eviction
Memory: [ 5 9 0 7 ]   Page Referenced: 7 | Page 1 evicted
Memory: [ 5 9 0 8 ]   Page Referenced: 8 | Page 7 evicted
Memory: [ 5 9 0 8 ]   Page Referenced: 9 | No eviction
Memory: [ 5 9 0 8 ]   Page Referenced: 8 | No eviction
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 8 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 0 | No eviction
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | Page 3 evicted
Memory: [ 5 9 0 4 ]   Page Referenced: 4 | Page 2 evicted
Memory: [ 5 9 0 4 ]   Page Referenced: 4 | No eviction
Memory: [ 5 9 0 4 ]   Page Referenced: 9 | No eviction
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 4 evicted
Memory: [ 5 9 0 7 ]   Page Referenced: 7 | Page 3 evicted
Memory: [ 5 9 0 7 ]   Page Referenced: 7 | No eviction
Memory: [ 5 9 0 6 ]   Page Referenced: 6 | Page 7 evicted
Memory: [ 5 9 0 6 ]   Page Referenced: 5 | No eviction
Memory: [ 5 9 0 4 ]   Page Referenced: 4 | Page 6 evicted
Memory: [ 5 9 0 4 ]   Page Referenced: 5 | No eviction
Memory: [ 5 9 0 6 ]   Page Referenced: 6 | Page 4 evicted
Memory: [ 5 9 0 6 ]   Page Referenced: 5 | No eviction
Memory: [ 5 9 0 6 ]   Page Referenced: 5 | No eviction
Memory: [ 5 9 0 6 ]   Page Referenced: 0 | No eviction
Memory: [ 5 9 0 1 ]   Page Referenced: 1 | Page 6 evicted
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | Page 1 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 2 evicted
Memory: [ 5 9 0 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 5 9 0 4 ]   Page Referenced: 5 | No eviction
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 4 evicted
Memory: [ 5 9 0 1 ]   Page Referenced: 1 | Page 3 evicted
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | Page 1 evicted
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | No eviction
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | No eviction
Memory: [ 5 9 0 7 ]   Page Referenced: 7 | Page 2 evicted
Memory: [ 5 9 0 6 ]   Page Referenced: 6 | Page 7 evicted
Memory: [ 5 9 0 6 ]   Page Referenced: 6 | No eviction
Memory: [ 5 9 0 6 ]   Page Referenced: 9 | No eviction
Memory: [ 5 9 0 6 ]   Page Referenced: 0 | No eviction
Memory: [ 5 9 0 6 ]   Page Referenced: 9 | No eviction
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 6 evicted
Memory: [ 5 9 0 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 5 9 0 4 ]   Page Referenced: 5 | No eviction
Memory: [ 5 9 0 7 ]   Page Referenced: 7 | Page 4 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 7 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | No eviction
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | Page 3 evicted
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | No eviction
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 2 evicted
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | Page 3 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 2 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 5 | No eviction
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | No eviction
Memory: [ 5 9 0 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 4 evicted
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | Page 3 evicted
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | No eviction
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 2 evicted
Memory: [ 5 9 0 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 4 evicted
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | Page 3 evicted
Memory: [ 5 9 0 4 ]   Page Referenced: 4 | Page 2 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 4 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | No eviction
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | Page 3 evicted
Memory: [ 5 9 0 6 ]   Page Referenced: 6 | Page 2 evicted
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | Page 6 evicted
Memory: [ 5 9 0 6 ]   Page Referenced: 6 | Page 2 evicted
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | Page 6 evicted
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | No eviction
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 2 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 0 | No eviction
Memory: [ 5 9 0 1 ]   Page Referenced: 1 | Page 3 evicted
Memory: [ 5 9 0 1 ]   Page Referenced: 1 | No eviction
Memory: [ 5 9 0 2 ]   Page Referenced: 2 | Page 1 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | Page 2 evicted
Memory: [ 5 9 0 3 ]   Page Referenced: 3 | No eviction

Run 5 Hit Ratio: 44%
----------- MFU Start -----------
~~~~~ Most Frequently Used ~~~~~
Memory: [ 9 X X X ]   Page Referenced: 9 | No eviction
Memory: [ 9 0 X X ]   Page Referenced: 0 | No eviction
Memory: [ 9 0 X X ]   Page Referenced: 0 | No eviction
Memory: [ 9 0 3 X ]   Page Referenced: 3 | No eviction
Memory: [ 9 0 3 X ]   Page Referenced: 0 | No eviction
Memory: [ 9 0 3 X ]   Page Referenced: 0 | No eviction
Memory: [ 9 0 3 7 ]   Page Referenced: 7 | No eviction
Memory: [ 9 0 3 7 ]   Page Referenced: 3 | No eviction
Memory: [ 9 0 3 7 ]   Page Referenced: 3 | No eviction
Memory: [ 3 9 7 8 ]   Page Referenced: 8 | Page 0 evicted
Memory: [ 3 9 7 8 ]   Page Referenced: 9 | No eviction
Memory: [ 3 9 7 8 ]   Page Referenced: 8 | No eviction
Memory: [ 3 9 7 8 ]   Page Referenced: 8 | No eviction
Memory: [ 3 9 7 8 ]   Page Referenced: 8 | No eviction
Memory: [ 3 9 7 8 ]   Page Referenced: 8 | No eviction
Memory: [ 3 9 7 0 ]   Page Referenced: 0 | Page 8 evicted
Memory: [ 9 7 0 2 ]   Page Referenced: 2 | Page 3 evicted
Memory: [ 7 0 2 1 ]   Page Referenced: 1 | Page 9 evicted
Memory: [ 7 0 2 1 ]   Page Referenced: 0 | No eviction
Memory: [ 7 2 1 9 ]   Page Referenced: 9 | Page 0 evicted
Memory: [ 2 1 9 0 ]   Page Referenced: 0 | Page 7 evicted
Memory: [ 2 1 9 0 ]   Page Referenced: 1 | No eviction
Memory: [ 2 1 9 0 ]   Page Referenced: 2 | No eviction
Memory: [ 2 1 9 0 ]   Page Referenced: 9 | No eviction
Memory: [ 2 1 9 0 ]   Page Referenced: 0 | No eviction
Memory: [ 1 9 0 3 ]   Page Referenced: 3 | Page 2 evicted
Memory: [ 1 9 0 3 ]   Page Referenced: 3 | No eviction
Memory: [ 9 0 3 2 ]   Page Referenced: 2 | Page 1 evicted
Memory: [ 0 3 2 4 ]   Page Referenced: 4 | Page 9 evicted
Memory: [ 3 2 4 5 ]   Page Referenced: 5 | Page 0 evicted
Memory: [ 3 2 4 5 ]   Page Referenced: 5 | No eviction
Memory: [ 3 2 4 5 ]   Page Referenced: 4 | No eviction
Memory: [ 3 2 4 5 ]   Page Referenced: 3 | No eviction
Memory: [ 3 2 4 5 ]   Page Referenced: 2 | No eviction
Memory: [ 2 4 5 1 ]   Page Referenced: 1 | Page 3 evicted
Memory: [ 4 5 1 0 ]   Page Referenced: 0 | Page 2 evicted
Memory: [ 4 5 1 0 ]   Page Referenced: 1 | No eviction
Memory: [ 5 1 0 2 ]   Page Referenced: 2 | Page 4 evicted
